"","P_BGI_L3_B1_D5_1","P_BGI_L3_B1_D5_2","P_BGI_L3_B1_D5_3","P_BGI_L3_B1_D6_1","P_BGI_L3_B1_D6_2","P_BGI_L3_B1_D6_3","P_BGI_L3_B1_F7_1","P_BGI_L3_B1_F7_2","P_BGI_L3_B1_F7_3","P_BGI_L3_B1_M8_1","P_BGI_L3_B1_M8_2","P_BGI_L3_B1_M8_3","R_BGI_L3_B1_D5_1","R_BGI_L3_B1_D5_2","R_BGI_L3_B1_D5_3","R_BGI_L3_B1_D6_1","R_BGI_L3_B1_D6_2","R_BGI_L3_B1_D6_3","R_BGI_L3_B1_F7_1","R_BGI_L3_B1_F7_2","R_BGI_L3_B1_F7_3","R_BGI_L3_B1_M8_1","R_BGI_L3_B1_M8_2","R_BGI_L3_B1_M8_3","R_BGI_L6_B1_D5_1","R_BGI_L6_B1_D5_2","R_BGI_L6_B1_D5_3","R_BGI_L6_B1_D6_1","R_BGI_L6_B1_D6_2","R_BGI_L6_B1_D6_3","R_BGI_L6_B1_F7_1","R_BGI_L6_B1_F7_2","R_BGI_L6_B1_F7_3","R_BGI_L6_B1_M8_1","R_BGI_L6_B1_M8_2","R_BGI_L6_B1_M8_3","R_BGI_L7_B1_D5_1","R_BGI_L7_B1_D5_2","R_BGI_L7_B1_D5_3","R_BGI_L7_B1_D6_1","R_BGI_L7_B1_D6_2","R_BGI_L7_B1_D6_3","R_BGI_L7_B1_F7_1","R_BGI_L7_B1_F7_2","R_BGI_L7_B1_F7_3","R_BGI_L7_B1_M8_1","R_BGI_L7_B1_M8_2","R_BGI_L7_B1_M8_3","P_ILM_L1_B1_D5_1","P_ILM_L1_B1_D5_2","P_ILM_L1_B1_D5_3","P_ILM_L1_B1_D6_1","P_ILM_L1_B1_D6_2","P_ILM_L1_B1_D6_3","P_ILM_L1_B1_F7_1","P_ILM_L1_B1_F7_2","P_ILM_L1_B1_F7_3","P_ILM_L1_B1_M8_1","P_ILM_L1_B1_M8_2","P_ILM_L1_B1_M8_3","P_ILM_L6_B1_D5_1","P_ILM_L6_B1_D5_2","P_ILM_L6_B1_D5_3","P_ILM_L6_B1_D6_1","P_ILM_L6_B1_D6_2","P_ILM_L6_B1_D6_3","P_ILM_L6_B1_F7_1","P_ILM_L6_B1_F7_2","P_ILM_L6_B1_F7_3","P_ILM_L6_B1_M8_1","P_ILM_L6_B1_M8_2","P_ILM_L6_B1_M8_3","P_ILM_L8_B1_D5_1","P_ILM_L8_B1_D5_2","P_ILM_L8_B1_D5_3","P_ILM_L8_B1_D6_1","P_ILM_L8_B1_D6_2","P_ILM_L8_B1_D6_3","P_ILM_L8_B1_F7_1","P_ILM_L8_B1_F7_2","P_ILM_L8_B1_F7_3","P_ILM_L8_B1_M8_1","P_ILM_L8_B1_M8_2","P_ILM_L8_B1_M8_3","R_ILM_L2_B1_D5_1","R_ILM_L2_B2_D5_1","R_ILM_L2_B1_D5_2","R_ILM_L2_B2_D5_2","R_ILM_L2_B1_D5_3","R_ILM_L2_B2_D5_3","R_ILM_L2_B1_D6_1","R_ILM_L2_B2_D6_1","R_ILM_L2_B1_D6_2","R_ILM_L2_B2_D6_2","R_ILM_L2_B1_D6_3","R_ILM_L2_B2_D6_3","R_ILM_L2_B1_F7_1","R_ILM_L2_B2_F7_1","R_ILM_L2_B1_F7_2","R_ILM_L2_B2_F7_2","R_ILM_L2_B1_F7_3","R_ILM_L2_B2_F7_3","R_ILM_L2_B1_M8_1","R_ILM_L2_B2_M8_1","R_ILM_L2_B1_M8_2","R_ILM_L2_B2_M8_2","R_ILM_L2_B1_M8_3","R_ILM_L2_B2_M8_3","R_ILM_L8_B1_D5_1","R_ILM_L8_B1_D5_2","R_ILM_L8_B1_D5_3","R_ILM_L8_B1_D6_1","R_ILM_L8_B1_D6_2","R_ILM_L8_B1_D6_3","R_ILM_L8_B1_F7_1","R_ILM_L8_B1_F7_2","R_ILM_L8_B1_F7_3","R_ILM_L8_B1_M8_1","R_ILM_L8_B1_M8_2","R_ILM_L8_B1_M8_3"
"ENSG00000187097",0.1304,0.000200000000000089,0.1108,0.00860000000000005,0.0141,-0.0226999999999999,0.0941000000000001,0.2041,0.1039,0.0585,0.0411,-0.1591,0.1817,0.17,0.3549,0.013,0.00519999999999998,-0.0182,0.1159,0.2677,0.3323,0.0913,0.0946,0.1233,0.186133333333333,0.202533333333333,0.187533333333333,-0.0723666666666666,0.0705333333333333,0.00183333333333335,0.168833333333333,0.299033333333333,0.336833333333333,0.244633333333333,0.133933333333333,0.225433333333333,0.318133333333333,0.340633333333333,0.343333333333333,0.0137333333333334,-0.0244666666666666,0.0107333333333334,0.323633333333333,0.619033333333333,0.392733333333333,0.495833333333333,0.613233333333333,0.399233333333333,0.127533333333333,-0.0563666666666667,0.159633333333333,0.0555333333333333,-0.150466666666667,0.0949333333333333,0.170933333333333,0.203133333333333,0.149033333333333,0.113533333333333,0.149733333333333,0.0763333333333334,-0.244633333333333,-0.107933333333333,0.0409666666666667,0.00766666666666665,-0.0502333333333334,0.0425666666666667,0.142166666666667,0.156266666666667,0.267566666666667,0.118366666666667,0.0617666666666667,0.100966666666667,0.1832,0.0419,0.1526,0.0745,-0.1128,0.0383,0.2007,0.2303,0.1528,0.0843,0.1747,0.0812,0.2398,0.118966666666667,0.079,0.0902666666666667,0.1658,0.0430666666666667,0.1487,0.0381666666666667,-0.1601,0.0449666666666667,0.0114,-0.0831333333333333,0.0947,0.0903666666666667,0.3767,0.0180666666666667,0.3945,0.106166666666667,0.1642,0.129666666666667,0.1394,0.0868666666666667,0.121,0.130166666666667,0.136133333333333,0.126633333333333,0.0434333333333333,-0.0906666666666667,0.00813333333333333,0.0825333333333333,0.0486333333333333,0.184633333333333,0.0909333333333333,0.188533333333333,0.112533333333333,-0.00946666666666668
"ENSG00000244627",-0.1633,0.0112999999999999,0.1935,-0.000300000000000078,-0.0303000000000001,0.0305999999999998,-0.128,-0.0164000000000001,0.1483,-0.2785,-0.318,-0.3416,0.122266666666667,0.0834666666666666,0.0793666666666666,0.0242666666666667,0.00986666666666669,-0.0341333333333333,0.109766666666667,0.00146666666666673,0.207666666666667,-0.112633333333333,-0.0962333333333334,0.0350666666666666,0.0980666666666667,0.156666666666667,0.136366666666667,0.0451666666666666,-0.0432333333333332,-0.00193333333333334,0.243966666666667,0.173066666666666,0.0961666666666667,0.0271666666666668,-0.0923333333333334,0.0220666666666667,0.123666666666667,0.188466666666667,0.123366666666667,-0.0473333333333334,0.107766666666667,-0.0604333333333333,0.246466666666667,0.355466666666667,0.210966666666667,0.182966666666667,0.266366666666667,0.162066666666667,-0.000266666666666637,0.0138333333333334,-0.0310666666666666,-0.0174666666666666,-0.132966666666667,0.150433333333333,-0.0494666666666667,0.130033333333333,0.0179333333333334,0.0965333333333334,0.00853333333333328,-0.110766666666667,-0.1189,-0.2959,0.022,0.0385000000000002,-0.1095,0.0710000000000002,0.1983,0.1681,0.0522,-0.1206,-0.3309,-0.0743999999999998,-0.0472,0.1074,0.2109,-0.0134,0.027,-0.0135999999999999,-0.00819999999999999,-0.0392,0.0524,-0.0323,-0.1023,-0.272,0.221733333333333,0.190333333333333,0.136933333333333,0.174633333333333,0.361833333333333,0.176433333333333,-0.115266666666667,0.0164333333333331,-0.0128666666666668,0.0857333333333332,0.128133333333333,-0.102166666666667,0.0755333333333332,0.164333333333333,0.106433333333333,0.0874333333333333,0.255033333333333,0.161733333333333,0.0680333333333334,0.0487333333333331,0.0546333333333333,-0.162966666666667,0.0311333333333332,-0.0937666666666668,0.183566666666667,0.139466666666667,0.123266666666667,-0.00113333333333321,0.0825666666666667,-0.0814333333333332,0.0791666666666666,0.0398666666666667,0.0539666666666667,-0.111933333333333,0.0397666666666667,-0.0469333333333333
"ENSG00000215840",0.964,0.7482,0.1681,0.6377,0.6141,-1.2518,0.7618,0.7982,0.6209,1.332,0.3941,1.0431,0.483166666666667,0.0193666666666665,-0.0813333333333335,-0.0875333333333335,-0.364533333333333,0.452066666666667,0.229666666666667,-0.113633333333333,0.628666666666667,0.480266666666667,0.460066666666667,0.748766666666667,-0.0279333333333334,-0.318933333333333,0.287966666666667,-0.137133333333333,0.190066666666667,-0.0529333333333333,0.181966666666667,0.468466666666667,0.399766666666667,0.797666666666667,0.882866666666667,0.331766666666667,-0.731733333333333,0.157966666666667,-1.23203333333333,0.00646666666666673,-0.185233333333333,0.178766666666667,-0.0688333333333332,0.0436666666666667,-0.0202333333333333,0.266866666666667,-0.0600333333333333,-0.402233333333333,0.297133333333333,-0.249466666666667,-0.985166666666667,-0.537766666666667,0.478133333333333,0.0596333333333332,-0.220866666666667,-1.63876666666667,-1.23756666666667,0.00553333333333317,0.213633333333333,0.388933333333333,0.6111,0.4491,0.3789,-0.3261,-0.8409,1.167,-2.1145,0.1163,0.5503,0.4602,-0.2852,0.8092,0.578966666666667,0.208866666666667,1.15306666666667,-0.371333333333333,0.341266666666667,0.0300666666666669,0.740366666666667,0.954866666666667,0.550666666666667,0.436866666666667,0.742666666666667,0.903766666666667,-0.565633333333333,0.228966666666667,-0.394733333333333,0.716966666666667,-0.0985333333333333,0.650766666666666,-1.11633333333333,0.703266666666666,0.717666666666667,-0.449833333333333,0.398666666666667,-0.253433333333334,0.106466666666667,0.0859666666666665,-0.557733333333333,0.0317666666666665,-0.898133333333333,-0.0887333333333336,-0.0188333333333333,0.850266666666667,-0.586033333333333,0.169166666666666,0.117766666666667,0.234366666666667,-0.748933333333333,-0.0501333333333336,0.146766666666666,-0.172233333333334,0.395566666666666,-0.223333333333334,-0.0854333333333335,0.0340666666666665,0.229266666666666,0.818266666666666,0.237166666666666,0.738966666666666
"ENSG00000222051",1.52133333333333,1.32233333333333,1.72693333333333,-3.35786666666667,0.952033333333334,2.40583333333333,3.73383333333333,2.76453333333333,2.43953333333333,-0.359666666666667,2.65363333333333,1.29043333333333,0.293666666666667,0.223066666666667,0.750766666666667,0.193966666666667,-0.463233333333333,0.269266666666667,0.278166666666667,0.835666666666667,0.641866666666667,0.476766666666667,0.442566666666667,-0.0470333333333334,0.185766666666667,0.204166666666667,0.494166666666667,-0.0307333333333333,0.0827666666666667,-0.0520333333333333,0.633366666666667,0.860966666666667,0.274166666666667,0.495966666666667,0.144266666666667,0.555466666666667,2.58213333333333,2.03843333333333,0.0925333333333334,0.602933333333333,2.28433333333333,-2.88726666666667,1.78233333333333,2.29063333333333,0.763933333333333,1.72243333333333,3.58403333333333,4.03673333333333,-0.128266666666667,-0.837266666666667,-1.07186666666667,-0.333266666666667,0.383233333333333,-0.0499666666666667,0.683533333333333,1.03573333333333,-0.588466666666667,0.362933333333333,1.51503333333333,-0.803766666666667,-1.374,-0.34,1.441,0.7608,-0.2918,-0.469,1.0451,-0.0818000000000001,2.4997,-1.9688,0.4994,-1.9632,0.7294,-0.9548,1.1118,0.5856,-0.9381,0.3525,0.3242,1.6708,1.3893,0.418,0.1757,0.7469,0.483233333333334,0.507766666666667,-1.84756666666667,0.266266666666667,0.314933333333334,0.295266666666667,0.988833333333333,0.0293666666666668,-1.08316666666667,-0.545733333333333,0.0943333333333336,0.516366666666667,0.664333333333333,0.554566666666667,1.07703333333333,0.469966666666667,0.891333333333334,0.571066666666667,0.477233333333333,0.300166666666667,0.626533333333334,0.410966666666667,-0.223166666666667,-0.0501333333333333,0.7129,-2.0394,-0.1197,-0.0888,-0.00240000000000007,0.0912,0.7558,0.6159,0.7522,0.9254,1.1864,0.7424
"ENSG00000254016",-1.267,2.0667,1.6277,2.534,-1.267,-1.267,0.7245,1.8774,3.293,2.4552,2.0803,2.4621,-0.0972666666666666,-1.13726666666667,-0.577466666666667,0.674533333333333,-0.642366666666667,-0.0321666666666669,1.46073333333333,0.627033333333333,1.61593333333333,-0.321266666666667,0.147533333333334,-0.00256666666666661,0.397266666666667,0.174066666666667,-0.553133333333333,-1.35023333333333,-0.154633333333333,1.50486666666667,1.84416666666667,2.29096666666667,1.54406666666667,0.389166666666667,0.739866666666667,0.215566666666667,-0.63,-0.3061,-0.2617,0.9478,-0.5897,-0.3581,1.7943,1.0125,1.6145,-0.0701999999999998,0.1605,-0.3032,-0.887633333333333,-0.996133333333333,-2.33093333333333,-0.352233333333333,-0.0419333333333332,0.394166666666667,-0.161733333333333,0.622366666666667,0.168366666666667,-0.740533333333333,-1.35273333333333,-1.72193333333333,1.63056666666667,-1.40383333333333,-1.40383333333333,2.80766666666667,-1.40383333333333,-1.40383333333333,3.26616666666667,2.05196666666667,3.80026666666667,0.469866666666666,2.35796666666667,0.985366666666667,-0.425333333333333,-3.00693333333333,-1.03463333333333,0.820866666666666,0.307566666666666,-1.12843333333333,2.04376666666667,1.50266666666667,1.61206666666667,-3.00693333333333,0.662966666666666,0.948666666666667,-3.6946,-0.657933333333334,0.8464,-0.514633333333334,-3.6946,-0.838333333333333,0.7889,-0.344533333333334,-2.5135,-0.284233333333333,1.7246,0.628766666666666,2.015,1.59746666666667,1.4825,1.49526666666667,-0.5052,1.79876666666667,-0.1883,-0.467933333333333,0.2178,-0.567033333333334,0.7824,-1.09663333333333,-3.99463333333333,-1.06133333333333,-1.62933333333333,-0.170933333333333,0.0231666666666666,0.147766666666667,2.27446666666667,1.68636666666667,1.57146666666667,-1.36433333333333,-0.901433333333333,0.544466666666667
"ENSG00000196911",-0.321133333333333,-0.286033333333333,-0.211233333333333,0.0885666666666668,-0.0839333333333332,-0.00463333333333327,0.180466666666667,-0.0990333333333332,0.0620666666666668,-0.0597333333333332,0.157466666666667,-0.0157333333333333,-0.126866666666667,-0.121966666666667,-0.133166666666667,-0.0360666666666666,0.0229333333333334,0.0131333333333334,-0.0756666666666665,-0.0434666666666667,0.0459333333333334,0.136933333333333,0.225933333333333,0.0519333333333334,-0.4295,-0.264,-0.1177,0.0193000000000001,0.1102,-0.1295,0.1304,-0.0571999999999999,-0.00449999999999995,0.1053,0.0138,0.1185,0.0554,0.1298,-0.7726,-0.0781,0.0284,0.0497000000000001,-0.0282,0.3788,0.1045,0.3376,0.6114,0.1383,-0.0567666666666666,-0.334566666666667,-0.147266666666667,0.0438333333333334,-0.0988666666666666,0.0550333333333334,0.0490333333333334,-0.0720666666666666,-0.0235666666666666,0.252233333333333,0.242733333333333,0.169433333333333,-0.279,-0.4068,-0.0335,0.000400000000000067,0.0568000000000001,-0.0571999999999999,0.0218,-0.0722999999999999,0.1048,0.0688000000000001,0.1128,0.0777,-0.251566666666667,-0.160766666666667,-0.182266666666667,-0.0717666666666667,0.0564333333333333,0.0153333333333333,-0.130966666666667,-0.0640666666666667,-0.0380666666666667,0.0575333333333333,-0.0129666666666667,-0.0357666666666667,-0.1606,-0.355066666666667,-0.3263,-0.167766666666667,0.1701,-0.153166666666667,0.2245,0.00713333333333332,-0.1102,0.154233333333333,-0.1143,-0.161366666666667,0.1014,0.0414333333333333,0.2762,-0.177666666666667,0.1721,-0.115566666666667,0.33,0.224433333333333,0.5945,0.0635333333333333,0.1117,-0.00906666666666667,-0.1505,-0.1472,-0.0794999999999999,-0.0222,-0.0187999999999999,0.0409999999999999,-0.0171999999999999,-0.0443,-0.0226,0.1077,0.0453000000000001,0.089
"ENSG00000180245",1.50026666666667,1.19386666666667,2.05336666666667,-1.69343333333333,0.888966666666668,0.804466666666667,0.739366666666667,-1.69343333333333,-0.286233333333333,-1.69343333333333,0.172866666666668,-1.00643333333333,0.225033333333333,0.996433333333333,1.24363333333333,0.0779333333333332,-0.200466666666667,0.122533333333333,0.639333333333333,-0.0891666666666668,0.224433333333333,-0.731166666666667,-0.317866666666667,-0.166666666666667,0.0893333333333333,0.704433333333333,0.943133333333333,0.413833333333333,-0.343766666666667,-0.0700666666666665,-0.217366666666666,0.0161333333333333,0.455333333333333,-1.18806666666667,-0.931866666666667,-0.392266666666667,0.856766666666667,0.943466666666667,-1.47323333333333,-0.226733333333333,-0.299733333333334,0.526466666666666,0.765166666666667,0.673266666666667,-0.291933333333334,0.416566666666667,-0.890533333333333,1.06336666666667,2.07033333333333,1.52223333333333,1.53543333333333,0.195233333333333,-1.51346666666667,1.31823333333333,0.952733333333334,1.30303333333333,0.937033333333334,-0.185866666666667,0.383633333333333,-1.51346666666667,0.448766666666666,-0.0308333333333337,0.650466666666666,-0.613233333333334,-0.0526333333333335,0.665866666666666,-2.42463333333333,0.298166666666666,-1.58663333333333,-1.13613333333333,-1.32363333333333,-1.13233333333333,1.9382,1.6036,1.844,1.7043,-1.2775,-0.4268,-1.2775,1.2842,1.347,0.0543999999999993,0.4205,1.405,0.2698,0.3965,-3.9279,0.9563,0.0994999999999999,0.5345,-0.4313,-0.3992,0.0604999999999998,0.3604,0.3708,0.0388000000000002,0.3243,0.5284,0.3772,0.6532,0.6511,0.8139,-1.3432,-1.0227,-0.0863,-0.6696,-0.0421000000000005,-0.8721,0.3157,0.3403,0.3042,0.3086,-0.4,0.0914000000000001,-0.2018,-1.1216,-0.6343,-0.9551,-1.4433,-1.1896
"ENSG00000168522",0.146366666666666,0.402966666666666,0.216166666666667,0.110066666666667,-0.0584333333333333,-0.0516333333333336,-0.0608333333333335,-0.321033333333334,-0.182433333333333,-0.0936333333333335,0.0781666666666663,-0.118133333333334,0.460266666666667,0.446566666666667,0.434966666666667,-0.0953333333333335,0.187566666666667,-0.0922333333333336,-0.190833333333333,0.134166666666667,-0.0624333333333333,0.202466666666667,0.207866666666666,0.190366666666667,0.1022,0.2863,0.2448,-0.0116000000000001,0.0676999999999999,-0.0561000000000003,-0.17,-0.2247,-0.0429000000000004,-0.0304000000000002,-0.1319,-0.0702000000000003,0.5945,0.4032,-0.0870999999999995,0.0618000000000003,-0.0499999999999998,-0.0117999999999996,0.0051000000000001,0.409,0.0731000000000002,0.2641,0.215,0.2286,0.282033333333333,0.276633333333333,0.483433333333333,0.164233333333333,-0.0903666666666667,-0.0738666666666665,-0.0601666666666669,-0.111666666666667,-0.119266666666667,0.0774333333333335,0.0353333333333334,0.0480333333333332,0.238433333333333,0.0823333333333331,0.199533333333333,0.0285333333333333,-0.0237666666666665,-0.00476666666666681,0.00903333333333345,-0.0552666666666668,-0.0704666666666669,0.0248333333333335,-0.109166666666667,-0.306166666666666,0.253133333333333,0.211833333333333,0.225733333333333,-0.000766666666666804,-0.0457666666666667,0.0465333333333331,-0.200066666666667,-0.271566666666667,-0.0289666666666668,-0.259766666666667,0.0061333333333331,-0.0756666666666668,-0.00883333333333347,0.387966666666666,0.151666666666666,0.269466666666667,0.235966666666667,0.160866666666667,0.0913666666666666,-0.0116333333333336,-0.113333333333334,0.157566666666666,0.0219666666666667,-0.145933333333333,-0.105033333333334,-0.0332333333333334,0.138466666666667,-0.229833333333334,0.0616666666666665,-0.150733333333334,0.0205666666666664,0.123666666666666,0.271666666666667,-0.185033333333334,0.0257666666666663,-0.247933333333334,0.160733333333333,0.215533333333333,0.212433333333333,0.010733333333333,-0.0749666666666671,0.0642333333333331,0.0991333333333331,-0.152366666666667,-0.187166666666667,-0.0342666666666669,-0.0453666666666672,-0.069466666666667
"ENSG00000270503",-0.0863333333333332,0.523266666666666,0.579766666666667,-0.914733333333333,0.281366666666667,0.633366666666666,-0.387133333333334,1.04076666666667,0.385066666666667,-0.955733333333334,0.540966666666667,1.39706666666667,-0.611666666666667,0.399333333333333,-1.15926666666667,0.0520333333333332,-0.209966666666667,0.157933333333333,0.528333333333333,-1.03956666666667,-0.118766666666667,1.18393333333333,0.172433333333333,0.446233333333333,0.563733333333333,0.226833333333333,0.136033333333333,0.111533333333333,-0.0134666666666665,-0.0980666666666665,-0.140166666666667,-0.242366666666666,0.294633333333334,0.140833333333334,0.227133333333334,0.237133333333333,0.692666666666667,-2.50943333333333,0.332166666666668,1.13186666666667,-0.206833333333333,-0.925033333333332,1.76376666666667,0.0935666666666677,0.904566666666667,1.10316666666667,0.924066666666667,0.647666666666667,0.480233333333334,-0.0730666666666657,-0.765966666666666,-0.132466666666666,0.898433333333334,-0.765966666666666,-0.0229666666666661,0.715133333333334,-0.765966666666666,2.16363333333333,1.60833333333333,-0.765966666666666,0.679566666666667,0.467266666666666,0.516566666666667,1.20786666666667,-0.376833333333334,-0.831033333333333,0.650966666666666,-0.189733333333334,-0.509033333333334,1.21726666666667,-0.464233333333333,-0.177933333333334,-0.194833333333333,-0.213933333333333,-0.0726333333333333,0.0870666666666666,-0.146633333333333,0.0595666666666668,-0.0352333333333332,-0.122533333333333,-0.298133333333333,-0.0830333333333333,-0.434533333333333,-0.183033333333333,0.602566666666667,1.5243,0.245666666666667,0.3505,-0.593433333333333,-0.7618,1.24366666666667,1.447,-0.618033333333333,-1.3311,-0.625633333333333,-0.1159,-1.55763333333333,0.9434,0.430566666666667,-1.3311,-0.570233333333333,0.3929,0.061866666666667,0.433,0.764566666666667,1.5762,1.00026666666667,-0.3081,-0.125666666666667,0.0674333333333332,0.183433333333333,0.169733333333333,-0.0118666666666667,-0.157866666666667,0.0523333333333333,-0.0878666666666668,0.129333333333333,-0.557366666666667,0.0364333333333333,-0.100466666666667
"ENSG00000276900",0.177666666666667,0.229266666666667,0.241066666666667,0.108066666666667,-0.176133333333333,0.0680666666666667,0.0644666666666666,0.123366666666667,-0.0565333333333334,-0.0898333333333333,0.0125666666666666,0.181666666666667,-0.0274666666666666,-0.199566666666667,0.0107333333333333,0.0789333333333333,-0.154766666666667,0.0758333333333333,-0.0894666666666667,-0.192866666666667,-0.0292666666666667,-0.00386666666666668,-0.0585666666666667,0.0762333333333333,0.104866666666667,0.369566666666667,0.0834666666666667,0.104566666666667,-0.258833333333333,0.154266666666667,0.0276666666666667,-0.0589333333333333,0.0261666666666667,0.356066666666667,0.117466666666667,0.184166666666667,0.3672,0.4046,0.3707,-0.124,-0.1859,0.3099,0.3555,0.4134,-0.1969,0.6157,0.4355,0.4996,-0.00546666666666662,0.175933333333333,0.223433333333333,-0.0470666666666667,0.0860333333333333,-0.0389666666666667,0.245033333333333,0.0496333333333333,-0.0635666666666667,0.135333333333333,-0.0428666666666667,0.0690333333333333,0.236933333333333,0.292233333333333,0.388033333333333,0.165833333333333,-0.0335666666666666,-0.132266666666667,-0.125866666666667,0.190033333333333,0.0809333333333334,0.00363333333333338,0.409533333333333,0.291133333333333,0.3099,0.0086,0.3274,0.0342,0.0925,-0.1267,-0.0719,-0.119,0.2987,0.0199,0.2054,0.1051,-0.2222,-0.0954999999999999,-0.169,0.2456,-0.3808,0.1847,0.1687,0.0465000000000001,-0.1611,0.2871,-0.00759999999999994,-0.3336,-0.3601,-0.2036,0.2877,-0.2543,-0.0371,-0.3779,0.3463,0.1558,-0.1662,0.1588,0.2227,0.2854,-0.113066666666667,-0.375666666666667,-0.291866666666667,-0.0307666666666668,-0.0124666666666667,0.0432333333333332,-0.337766666666667,-0.364466666666667,-0.394566666666667,0.0957333333333332,0.0591333333333333,-0.155966666666667
"ENSG00000267302",-0.1623,-0.2041,-0.4221,0.1884,-0.0001000000000001,-0.1883,0.1051,-0.0395000000000001,0.0720999999999999,-0.0778000000000001,0.1908,-0.3636,-0.0137333333333333,0.0373666666666667,-0.0734333333333333,0.0357666666666667,-0.0688333333333333,0.0330666666666667,-0.0540333333333333,0.130166666666667,0.0996666666666667,0.107066666666667,0.0610666666666667,0.0279666666666667,-0.383266666666667,0.0627333333333333,0.111433333333333,-0.0304666666666667,0.0908333333333333,-0.0603666666666667,0.267033333333333,-0.0788666666666667,0.116733333333333,-0.196266666666667,-0.0424666666666667,0.0625333333333333,0.564033333333333,0.263233333333333,-0.613466666666667,-0.0690666666666666,-0.208466666666667,0.277533333333333,0.696333333333333,0.578733333333333,0.0486333333333333,0.397233333333333,0.423733333333333,0.341133333333333,0.171666666666667,-0.160033333333333,-0.471333333333333,-0.143633333333333,-0.183633333333333,0.327266666666667,0.198166666666667,0.0523666666666667,0.117866666666667,-0.0980333333333334,0.176966666666667,0.0720666666666667,-0.9579,-0.4308,-0.2005,0.0397999999999999,0.000299999999999856,-0.0401000000000001,0.2569,0.269,0.1216,0.2715,0.2211,-0.2476,-0.473833333333333,-0.510233333333333,0.0379666666666665,-0.0322333333333333,-0.0458333333333334,0.0780666666666665,-0.0376333333333334,-0.00303333333333344,0.0968666666666667,-0.0564333333333333,0.0325666666666666,-0.109333333333334,-0.338766666666667,0.134966666666667,-1.06256666666667,-0.101533333333333,-0.375566666666667,-0.0636333333333333,0.205333333333333,0.0665666666666667,-0.343066666666667,-0.313633333333333,0.137733333333333,0.247066666666667,-0.142366666666667,0.120766666666667,0.0909333333333333,0.0740666666666667,0.269933333333333,-0.253733333333333,-0.114766666666667,0.0363666666666667,0.0412333333333333,-0.0513333333333333,-0.362266666666667,0.115966666666667,-0.162933333333333,-0.137833333333333,-0.198033333333333,0.0958666666666667,-0.0103333333333333,-0.0855333333333333,-3.33333333333297e-05,-0.128333333333333,-0.177033333333333,-0.0885333333333333,0.237066666666667,-0.00873333333333332
"ENSG00000279721",1.0339,1.4916,0.5816,0.1045,-0.688000000000001,0.5835,1.0799,-0.688000000000001,-0.153700000000001,1.8504,2.1315,0.7957,0.420966666666667,0.540866666666667,-1.63723333333333,-1.37153333333333,0.573866666666667,0.797666666666667,1.50546666666667,1.80496666666667,1.26866666666667,2.70116666666667,2.19346666666667,1.68756666666667,-0.0815000000000001,-1.049,-0.00180000000000025,0.8372,-0.5735,-0.2637,1.1096,0.9372,0.0851999999999995,1.7888,1.3372,1.5576,0.663866666666666,-0.241133333333334,-0.366433333333334,-0.865333333333334,1.11496666666667,-0.249633333333334,1.29466666666667,0.372366666666666,1.55296666666667,0.986766666666666,0.498166666666666,1.61696666666667,-1.641,-0.0147999999999993,-0.5696,0.533300000000001,-0.4992,-0.0340999999999996,0.831300000000001,0.4733,1.0033,1.9334,2.4257,2.3862,1.8213,-0.693,1.5901,-0.4164,-0.693,1.1094,0.0317999999999996,1.1194,-0.693,1.6055,2.9798,2.268,1.5416,1.7538,1.3293,0.7422,-0.3711,-0.3711,1.2998,1.891,1.6356,2.363,2.2939,2.6154,-0.4762,-0.6213,2.7435,0.2877,3.8748,-2.5476,0.952400000000001,-0.6558,-0.4762,0.2813,-0.4762,0.3745,-0.4762,-0.4072,2.4369,1.0436,0.930900000000001,1.1196,3.8169,1.6335,3.624,1.7086,2.9629,1.3366,0.532033333333334,-0.262266666666666,-1.43086666666667,-0.244766666666666,-0.256766666666666,0.501533333333334,0.845833333333334,0.404233333333334,1.12013333333333,2.20803333333333,0.607733333333334,1.10983333333333
